col_id :,str3 :,composition :,lata :,latb :,latc :,cu-o_a :,cu-o_p* :,d_la :,lata* :,cu-o_p :
86533,Hg1212,Ba2Ca1Cu2.15Hg0.62O6.15,3.8684,3.8684,12.235,2.7736,1.9344000000000001,,3.8684,1.9342
79279,Hg1212,Sr2Ca0.67Y0.33Cu2Hg0.7Pb0.3O6.79,3.80806,3.80806,12.0048,2.2929,1.9083,,3.80806,1.90403
82057,Hg1212,Ba2Ca1Cu2Hg0.9O6.21,3.8623,3.8623,12.7104,2.8255,1.9311,,3.8623,1.93115
85284,Hg1212,Ba2Ca1Cu2Re0.163Hg0.77O6.652,3.85807,3.85807,12.5524,2.7238,1.9293,,3.85807,1.929035
78590,Hg1212,Ba2Sm1Cu2Hg0.83O6.5,3.9002,3.9002,12.5135,2.4651,1.9603,,3.9002,1.9501
74096,Hg1212,Sr2Ca0.5Pr1.1Cu2Hg0.4O7,3.8463,3.8018,12.154,2.2399,1.9203000000000001,,3.8240499999999997,1.92315
74137,Hg1212,Ba2Ca1Cu2Hg1O6.28,3.8543,3.8543,12.6416,2.7988,1.9271,,3.8543,1.92715
86534,Hg1212,Ba2Ca0.347Y0.653Cu2Hg0.624Pb0.376O6.1948,3.8619,3.8619,12.434,2.5937,1.9351,,3.8619,1.93095
75853,Hg1212,Ba2Sr0.14Ca0.86Cu2Hg0.91O6.11,3.8584,3.8584,12.6646,2.8115,1.9306,,3.8584,1.9292
74104,Hg1212,Ba2Ca1Cu2Hg0.96O6.24,3.8552,3.8552,12.6651,2.7749,1.9276,,3.8552,1.9276
74103,Hg1212,Ba2Ca1Cu2Hg0.96O6.08,3.863,3.863,12.6978,2.8239,1.9315,,3.863,1.9315
82056,Hg1212,Ba2Ca1Cu2Hg0.87O6.32,3.8586,3.8586,12.697,2.8123,1.9293,,3.8586,1.9293
74135,Hg1212,Ba2Ca1Cu2Hg1O6.35,3.8526,3.8526,12.6367,2.7863,1.9263,,3.8526,1.9263
78591,Hg1212,Ba2Ca0.52Sm0.48Cu2Hg0.86O6.4,3.8857,3.8857,12.559,2.6876,1.9443,,3.8857,1.94285
75725,Hg1212,Ba2Ca1Cu2Hg1O6,3.8493,3.8493,12.6461,2.7872,1.9246,,3.8493,1.92465
74143,Hg1212,Ba2Ca1Cu2Hg1O6.355,3.8554,3.8554,12.6836,2.7751,1.9277,,3.8554,1.9277
86535,Hg1212,Ba1.31Sr0.69Ca0.491Y0.509Cu2Hg0.7408O6.35,3.8565,3.8565,12.199,2.5054,1.9314,,3.8565,1.92825
74105,Hg1212,Ba2Ca1Cu2Hg1O6.26,3.85766,3.85766,12.6562,2.7388,1.9364,,3.85766,1.92883
75742,Hg1212,Sr2Ca0.77Nd0.23Cu2Hg0.3Pb0.7O7,3.8116,3.8116,12.1337,2.3405,1.9097,,3.8116,1.9058
80716,Hg1212,Ba2Ca1Cu2Hg1O6.22,3.858,3.858,12.6812,2.7987,1.929,,3.858,1.929
87589,Hg1212,Ba2Ca1Cu2Hg0.87O6.32,3.8586,3.8586,12.697,2.8123,1.9293,,3.8586,1.9293
88531,Hg1212,Sr2.45La0.55Cu2Hg0.62Mo0.38O6.928,3.8665,3.8665,12.0802,2.2324,1.9371,,3.8665,1.93325
86525,Hg1212,Ba2Ca0.5Y0.5Cu2Hg0.813Pb0.1872O6.27,3.863,3.863,12.4683,2.6189,1.9341,,3.863,1.9315
84287,Hg1212,Ba1.33Sr0.8Ca0.87V0.31Cu2Hg0.69O7,3.8601,3.8601,12.35,2.7034,1.9301,,3.8601,1.93005
74095,Hg1212,Sr2Ca0.4Nd0.6Cu2Hg0.5Bi0.5O6.6,3.8259,3.8259,12.0029,2.3069,1.9201,,3.8259,1.91295
154993,Hg1212,Sr2Ca0.44Tb1.08Cu2Hg0.48O6.89,3.8053,3.8053,12.007,2.2501,1.9118,,3.8053,1.90265
56693,Hg1212,Ba2Ca1Cu2Hg0.75Bi0.25O6.56,3.8565,3.8565,12.711,2.7671,1.9283,,3.8565,1.92825
74139,Hg1212,Ba2Ca1Cu2Hg1O6.221,3.8594,3.8594,12.6946,2.7991,1.9297,,3.8594,1.9297
40614,Hg1212,Ba2Ca0.4Eu0.6Cu2Hg1O7,3.8905,3.8905,12.546,2.735,1.9789,,3.8905,1.94525
84284,Hg1212,Ba1.95Sr0.05Ca1V0.31Cu2Hg0.69O7,3.8687,3.8687,12.496,2.8603,1.9343,,3.8687,1.93435
74078,Hg1212,Ba2Ca0.4Y0.6Cu2Hg0.73O6.6,3.87,3.87,12.537,2.6302,1.941,,3.87,1.935
87286,Hg1212,Sr2Ca1Cu2Re0.38Hg0.62O7.1496,3.8152,3.8152,12.0621,2.4679,1.9076,,3.8152,1.9076
85265,RE123,Ba2Ca0.289Lu0.676Cu2.98O6.87,3.806,3.861,11.653,2.3142,1.9252500000000001,,3.8335,1.903
248514,RE123,Ba1.42La0.58Pr1Cu3O7.186,3.8922,3.8922,11.621,2.2354,1.9604,,3.8922,1.9461
66633,RE123,Ba2Er1Cu3O6.122,3.8328,3.892,11.717,2.3387,1.933,,3.8624,1.9164
66432,RE123,Ba2Sm1Fe0.22Cu2.74O7.24,3.89169,3.89169,11.7165,2.3022,1.9458,,3.89169,1.945845
63430,RE123,Ba2Er1Cu3O6.99,3.8123,3.8756,11.6576,2.293,1.9245,,3.84395,1.90615
89198,RE123,Ba1.5Ca0.5La1Cu3O6.96,3.88498,3.88498,11.73878,2.3104,1.9424,,3.88498,1.94249
67080,RE123,Ba2Nd1Cu3O6.77,3.8649,3.9243,11.783,2.2965,1.9473,,3.8946,1.93245
96693,RE123,Ba1.428Ca0.143La1.358Nd0.071Cu3O7.242,3.8978,3.8978,11.6951,2.2185,1.9489,,3.8978,1.9489
74122,RE123,Ba2Dy1Cu3O6.9,3.84215,3.88721,11.67772,2.2923,1.9392,,3.86468,1.921075
89205,RE123,Ba1.5Ca0.5La1Cu3O6.64,3.88537,3.88537,11.77323,2.37,1.9455,,3.88537,1.942685
41365,RE123,Ba2Er1Cu3O6.53,3.8354,3.8788,11.751,2.4312,1.9319,,3.8571,1.9177
96696,RE123,Ba1.2Ca0.6La0.9Nd0.3Cu3O7.166,3.8742,3.8742,11.6569,2.2264,1.9371,,3.8742,1.9371
164700,RE123,Ba1.6La0.4Nd1Cu3O7.066,3.89505,3.89505,11.6897,2.2542,1.9475,,3.89505,1.947525
89162,RE123,Ba1Ca1La1Cu3O7.06,3.8692,3.8692,11.6525,2.2699,1.9346,,3.8692,1.9346
89203,RE123,Ba1.5Ca0.5La1Cu3O6.78,3.88606,3.88606,11.76158,2.3366,1.943,,3.88606,1.94303
67195,RE123,Ba0.2626La0.9974Cu3O7.05,3.8971,3.9304,11.772,2.2413,1.9624,,3.9137500000000003,1.94855
65395,RE123,Ba2Ho1Cu3O6.96,3.8851,3.8205,11.6822,2.2791,1.9305,,3.8528000000000002,1.94255
56619,RE123,Ba1.5Ca0.5La1Cu3O7.1,3.88098,3.88098,11.71047,2.2426,1.9404,,3.88098,1.94049
67190,RE123,Ba0.683La1.137Cu3O7.13,3.9143,3.9143,11.718,2.2568,1.9571,,3.9143,1.95715
63214,RE123,Ba1.5La1.5Cu3O7.02,3.9098,3.9098,11.7058,2.1948,1.9549,,3.9098,1.9549
291031,RE123,Ba1.78Pr1.22Cu3O7,3.8789,3.9114,11.6752,2.2311,1.9581,,3.89515,1.93945
67196,RE123,Ba0.3188La1.0012Cu3O7.13,3.9153,3.9153,11.764,2.2469,1.9576,,3.9153,1.95765
41366,RE123,Ba2Er1Cu3O6.45,3.8379,3.8697,11.7558,2.4122,1.9249,,3.8537999999999997,1.91895
96695,RE123,Ba1.304Ca0.39La1.11Nd0.196Cu3O7.136,3.8735,3.8735,11.6686,2.2508,1.9367,,3.8735,1.93675
68900,RE123,Ba1Ca1La1Cu3O6.38,3.9076,3.8912,11.7127,2.2757,1.9502000000000002,,3.8994,1.9538
75679,RE123,Ba1.658Nd1.342Cu3O7,3.8641,3.9189,11.764,2.2622,1.95385,,3.8914999999999997,1.93205
75681,RE123,Ba1.7Nd1.3Cu3O7.032,3.8673,3.9165,11.7475,2.2508,1.9484,,3.8919,1.93365
151742,RE123,Ba2Pr0.049Nd0.951Cu3O7.035,3.8617,3.9145,11.7453,2.2515,1.9482,,3.8880999999999997,1.93085
75852,RE123,Ba1Sr1Nd1Cu3O6.86,3.8676,3.8676,11.6537,2.22,1.9465,,3.8676,1.9338
80703,RE123,Ba2Er1Zn0.136Cu2.864O7.008,3.8102,3.8806,11.629,2.2897,1.9228,,3.8453999999999997,1.9051
83072,RE123,Ba2Pr1Cu3O6.85,3.8656,3.9306,11.7279,2.2517,1.957,,3.8981000000000003,1.9328
89201,RE123,Ba1.5Ca0.5La1Cu3O6.82,3.88588,3.88588,11.7502,2.3265,1.9429,,3.88588,1.94294
62956,RE123,Ba1.5La1.5Cu3O7.058,3.9051,3.9051,11.714,2.2155,1.9525,,3.9051,1.95255
71384,RE123,Ba1.9La1.1Fe1Cu2O7.32,3.936,3.936,11.756,2.0925,1.9415,,3.936,1.968
66420,RE123,Ba2Sm1Fe0.25Cu2.75O7.2,3.89134,3.89134,11.7165,2.3116,1.9456,,3.89134,1.94567
89210,RE123,Ba1.5Ca0.5La1Cu3O6.58,3.88962,3.88962,11.776,2.3801,1.94725,,3.88962,1.94481
89392,RE123,Ba1.6Sr0.4Yb1Cu3O6.201,3.8342,3.8342,11.743,2.3675,1.9171,,3.8342,1.9171
91998,RE123,Ba1.7Eu1.3Cu3O7.02,3.8651,3.8651,11.626,2.2693,1.9325,,3.8651,1.93255
67082,RE123,Ba2Nd1Cu3O6.58,3.8851,3.916,11.8067,2.3459,1.9553,,3.90055,1.94255
74131,RE123,Ba1Ca1La1Cu3O6.94,3.8679,3.8679,11.623,2.1618,1.9339,,3.8679,1.93395
65320,RE123,Ba2La1Cu2.9O6.82,3.8982,3.9355,11.8222,2.2367,1.9631,,3.91685,1.9491
67081,RE123,Ba2Nd1Cu3O6.63,3.8736,3.9219,11.7945,2.3211,1.9506,,3.8977500000000003,1.9368
41362,RE123,Ba2Er1Cu3O6.98,3.8213,3.8876,11.6955,2.3086,1.9191500000000001,,3.85445,1.91065
65388,RE123,Ba2Er1Cu3O6.95,3.8785,3.8127,11.6656,2.2782,1.9283,,3.8456,1.93925
89209,RE123,Ba1.5Ca0.5La1Cu3O6.66,3.88845,3.88845,11.7632,2.3642,1.9468,,3.88845,1.944225
157542,RE123,Ba1.2Sr0.8Pr1Cu3O7.01,3.8754,3.8754,11.633,2.2079,1.9377,,3.8754,1.9377
248513,RE123,Ba1.64La0.36Pr1Cu3O7.1682,3.8964,3.8981,11.6731,2.2737,1.9607,,3.8972499999999997,1.9482
91990,RE123,Ba1.9Pr0.1Eu1Cu3O6.93,3.8429,3.9015,11.7,2.2662,1.9393,,3.8722000000000003,1.92145
67188,RE123,Ba0.84La1.25Cu3O7.2,3.9112,3.9112,11.701,2.2079,1.9556,,3.9112,1.9556
67193,RE123,Ba0.281La1.009Cu3O6.99,3.9147,3.9325,11.783,2.2646,1.9662,,3.9236,1.95735
91996,RE123,Ba1.9Eu1.1Cu3O7,3.8406,3.8954,11.695,2.2793,1.9377,,3.868,1.9203
67079,RE123,Ba2Nd1Cu3O6.9,3.8622,3.918,11.7711,2.2659,1.947,,3.8901000000000003,1.9311
65922,RE123,Ba1.44La1.56Cu2.86O6.93,3.9182,3.9277,11.742,2.2262,1.9638,,3.92295,1.9591
71719,RE123,Ba2Sm1Cu3O7,3.85408,3.9085,11.7334,2.288,1.94735,,3.88129,1.92704
164701,RE123,Ba1.6Ca0.099La0.401Nd0.9Cu3O6.95,3.88827,3.88827,11.7196,2.2936,1.9441,,3.88827,1.944135
246633,RE123,Ba2Pr1Cu2.8O6.4,3.908,3.908,11.844,2.3581,1.954,,3.908,1.954
66415,RE123,Ba2Sm1Fe0.22Cu2.74O7.24,3.89169,3.89169,11.7165,2.2964,1.9458,,3.89169,1.945845
157543,RE123,Ba1Sr1Pr1Cu3O7.01,3.8714,3.8714,11.624,2.2062,1.9357,,3.8714,1.9357
71382,RE123,Ba2La1Fe0.1Cu2.9O6.96,3.911,3.927,11.784,2.2095,1.9635,,3.919,1.9555
151746,RE123,Ba2Pr0.299Nd0.701Cu3O7.022,3.8579,3.9183,11.7324,2.242,1.9483,,3.8880999999999997,1.92895
89207,RE123,Ba1.5Ca0.5La1Cu3O6.86,3.88627,3.88627,11.73328,2.3244,1.9431,,3.88627,1.943135
63422,RE123,Ba1.5La1.5Cu3O7.36,3.9024,3.9024,11.6908,2.2247,1.9512,,3.9024,1.9512
68134,RE123,Ba1.94La1.06Cu3O7.04,3.9,3.931,11.787,2.2065,1.9655,,3.9154999999999998,1.95
157540,RE123,Ba1.6Sr0.4Pr1Cu3O6.94,3.8609,3.9116,11.684,2.2117,1.9492,,3.88625,1.93045
66361,RE123,Ba2Ho1Al0.11Cu2.89O6.536,3.8587,3.8587,11.719,2.3944,1.9293,,3.8587,1.92935
83084,RE123,Ba1.5Sr0.5Nd1Cu3O6.96,3.8852,3.8852,11.7021,2.2608,1.9426,,3.8852,1.9426
80704,RE123,Ba2Er1Cu2.84Ni0.16O6.968,3.8123,3.8744,11.601,2.29,1.9222,,3.84335,1.90615
75851,RE123,Ba1Sr1Nd1Cu3O6.848,3.8676,3.8676,11.6537,2.2281,1.9453,,3.8676,1.9338
89202,RE123,Ba1.5Ca0.5La1Cu3O6.82,3.88497,3.88497,11.75387,2.3267,1.9424,,3.88497,1.942485
89395,RE123,Ba1.6Sr0.4Yb1Cu3O6.817,3.804,3.8583,11.637,2.3033,1.92435,,3.83115,1.902
164706,RE123,Ba1.6Ca0.599La0.401Nd0.4Cu3O6.932,3.8823,3.8823,11.7205,2.3248,1.9462000000000002,,3.8823,1.94115
85266,RE123,Ba2Ca0.3Lu0.7Cu2.97O6.26,3.829,3.829,11.728,2.4546,1.9145,,3.829,1.9145
68897,RE123,Ba1Sr1Nd1Cu3O6.86,3.8935,3.8687,11.7074,2.1775,1.9488500000000002,,3.8811,1.94675
68133,RE123,Ba2.03La0.92Cu3O7.04,3.916,3.916,11.797,2.2095,1.958,,3.916,1.958
68135,RE123,Ba1.91La1.09Cu3O7.056,3.917,3.917,11.768,2.2194,1.9585,,3.917,1.9585
248512,RE123,Ba1.72La0.28Pr1Cu3O7.1354,3.8908,3.9027,11.684,2.2505,1.9585,,3.89675,1.9454
71381,RE123,Ba2La1Zn0.82Cu2.18O6.6,3.954,3.954,11.717,2.1992,1.977,,3.954,1.977
151744,RE123,Ba2Pr0.149Nd0.851Cu3O7.02,3.8584,3.9156,11.7342,2.2447,1.9468,,3.887,1.9292
246632,RE123,Ba1.986Pr0.998Cu2.75O6.732,3.873,3.928,11.71,2.309,1.9567999999999999,,3.9005,1.9365
151743,RE123,Ba2Pr0.098Nd0.902Cu3O7,3.8602,3.916,11.7434,2.2465,1.9482,,3.8880999999999997,1.9301
95600,RE123,Ba1.73Nd1.27Cu3O6.86,3.8989,3.8989,11.7227,2.2917,1.9494,,3.8989,1.94945
71380,RE123,Ba2La1Zn0.5Cu2.5O6.73,3.943,3.943,11.744,2.1914,1.9715,,3.943,1.9715
65921,RE123,Ba2La1Cu2.9O6.82,3.8938,3.9374,11.8155,2.2354,1.9609,,3.9156,1.9469
91997,RE123,Ba1.8Eu1.2Cu3O7.01,3.8584,3.8742,11.665,2.2781,1.9371,,3.8663,1.9292
81154,RE123,Ba2.028La0.972Co0.247Cu2.753O6.684,3.921,3.921,11.788,2.2467,1.9605,,3.921,1.9605
89204,RE123,Ba1.5Ca0.5La1Cu3O6.76,3.88521,3.88521,11.76224,2.3419,1.9426,,3.88521,1.942605
75684,RE123,Ba1.59Nd1.41Cu3O7.12,3.8907,3.8907,11.7102,2.246,1.9453,,3.8907,1.94535
91992,RE123,Ba1.7Pr0.3Eu1Cu3O6.96,3.8747,3.8747,11.642,2.2678,1.9373,,3.8747,1.93735
67192,RE123,Ba0.385La1.035Cu3O6.98,3.919,3.919,11.742,2.2568,1.9595,,3.919,1.9595
91995,RE123,Ba2Eu1Cu3O6.99,3.8407,3.9001,11.72,2.2818,1.9405,,3.8704,1.92035
164702,RE123,Ba1.6Ca0.2La0.4Nd0.8Cu3O6.912,3.88239,3.88239,11.7212,2.3074,1.9411,,3.88239,1.941195
74134,RE123,Ba1Ca1La1Cu3O6.69,3.875,3.875,11.644,2.1937,1.9375,,3.875,1.9375
65389,RE123,Ba1.8Nd1.2Cu2.95O6.78,3.8919,3.8919,11.6811,2.2649,1.9459,,3.8919,1.94595
89393,RE123,Ba1.6Sr0.4Yb1Cu3O6.248,3.8355,3.8355,11.718,2.3587,1.9177,,3.8355,1.91775
89389,RE123,Ba1.6Sr0.4Ca0.25Yb0.75Cu3O6.072,3.832,3.832,11.736,2.4314,1.916,,3.832,1.916
157538,RE123,Ba2Pr1Cu3O6.98,3.8593,3.9292,11.714,2.2315,1.9503,,3.89425,1.92965
89211,RE123,Ba1.5Ca0.5La1Cu3O6.54,3.8911,3.8911,11.78198,2.3873,1.9478499999999999,,3.8911,1.94555
92008,RE123,Ba2Ca0.291Er0.709Cu3O6.738,3.82713,3.88389,11.70076,2.3255,1.9278,,3.8555099999999998,1.913565
99515,RE123,Ba1.6Sr0.4Yb1Cu3O6.966,3.794,3.8621,11.615,2.2672,1.917,,3.82805,1.897
95599,RE123,Ba1.7Nd1.3Cu3O6.8,3.8757,3.9139,11.7455,2.2821,1.9528,,3.8948,1.93785
67191,RE123,Ba0.403La1.037Cu3O6.99,3.9136,3.9244,11.743,2.2581,1.9622,,3.919,1.9568
63459,RE123,Ba1.5La1.5Cu3O7.196,3.90018,3.90018,11.69625,2.1813,1.95,,3.90018,1.95009
91991,RE123,Ba1.8Pr0.2Eu1Cu3O6.94,3.8569,3.89,11.669,2.2824,1.9448,,3.87345,1.92845
164704,RE123,Ba1.6Ca0.401La0.399Nd0.6Cu3O6.948,3.87681,3.87681,11.7157,2.3126,1.9384,,3.87681,1.938405
202411,RE123,Ba1.5La1.5Cu3O7.33,3.9108,3.9108,11.714,2.2372,1.9667,,3.9108,1.9554
71379,RE123,Ba2La1Zn0.1Cu2.9O6.74,3.902,3.939,11.797,2.219,1.9633,,3.9205,1.951
83166,RE123,Ba2Nd0.99Cu3O6.93,3.8697,3.9181,11.763,2.2467,1.9574,,3.8939,1.93485
71378,RE123,Ba2La1Cu3O6.86,3.902,3.933,11.797,2.2142,1.9653,,3.9175,1.951
89208,RE123,Ba1.5Ca0.5La1Cu3O6.76,3.88683,3.88683,11.7437,2.3462,1.94615,,3.88683,1.943415
68285,RE123,Ba2La1Cu3O7,3.921,3.921,11.768,2.237,1.9605,,3.921,1.9605
68896,RE123,Ba1Sr1Ho1Cu3O6.24,3.846,3.8422,11.6727,2.3158,1.923,,3.8441,1.923
248511,RE123,Ba1.82La0.18Pr1Cu3O7.0466,3.8844,3.9077,11.6879,2.2435,1.9556,,3.89605,1.9422
71728,RE123,Ba2Sm1Cu3O7,3.8537,3.9079,11.7355,2.2778,1.95325,,3.8808,1.92685
83167,RE123,Ba2Ca0.025Pr0.025Nd0.944Cu3O6.95,3.8709,3.917,11.761,2.251,1.9557,,3.89395,1.93545
164703,RE123,Ba1.6Ca0.301La0.399Nd0.7Cu3O6.986,3.87895,3.87895,11.716,2.3182,1.9394,,3.87895,1.939475
89197,RE123,Ba1.5Ca0.5La1Cu3O7.02,3.88481,3.88481,11.7336,2.3068,1.9424,,3.88481,1.942405
71829,RE123,Ba1Ca1.14La0.86Zn0.1Cu2.68O6.52,3.877,3.858,11.655,2.1188,1.9404,,3.8674999999999997,1.9385
99514,RE123,Ba1.8Sr0.2Yb1Cu3O6.966,3.8008,3.858,11.634,2.2849,1.9189,,3.8294,1.9004
78341,RE123,Ba2Pr1Cu3O6.376,3.9049,3.9049,11.853,2.3741,1.9585499999999998,,3.9049,1.95245
89391,RE123,Ba1.6Sr0.4Yb1Cu3O6.225,3.8334,3.8334,11.736,2.317,1.9167,,3.8334,1.9167
91985,RE123,Ba1.9La0.1Eu1Cu3O6.85,3.8429,3.9032,11.713,2.2723,1.9394,,3.87305,1.92145
167078,RE123,Ba2Nd1Cu3O6.959,3.8636,3.9089,11.7409,2.2436,1.9435,,3.88625,1.9318
89396,RE123,Ba1.6Sr0.4Yb1Cu3O6.999,3.7934,3.8615,11.614,2.2612,1.9234,,3.82745,1.8967
89200,RE123,Ba1.5Ca0.5La1Cu3O6.84,3.88574,3.88574,11.75597,2.3258,1.9428,,3.88574,1.94287
67084,RE123,Ba2Nd1Cu3O6.23,3.9015,3.9015,11.8539,2.3921,1.9507,,3.9015,1.95075
89213,RE123,Ba1.5Ca0.5La1Cu3O7.02,3.89255,3.89255,11.7554,2.297,1.9462,,3.89255,1.946275
66637,RE123,Ba2Er1Cu3O6.16,3.8548,3.8548,11.857,2.4935,1.9274,,3.8548,1.9274
74124,RE123,Ba2Er1Cu3O6.95,3.82239,3.88247,11.66664,2.3146,1.9301,,3.85243,1.911195
62955,RE123,Ba1.5La1.5Cu3O7.196,3.90018,3.90018,11.69265,2.1813,1.95,,3.90018,1.95009
75680,RE123,Ba1.7Nd1.3Cu3O6.956,3.8697,3.9171,11.755,2.2792,1.95,,3.8933999999999997,1.93485
65923,RE123,Ba2La1Cu3O6.85,3.893,3.938,11.818,2.2241,1.9575,,3.9154999999999998,1.9465
89394,RE123,Ba1.6Sr0.4Yb1Cu3O6.35,3.8172,3.8465,11.667,2.3596,1.92395,,3.83185,1.9086
151551,RE123,Ba1.15Ca0.6La1.25Cu3O7,3.8634,3.8634,11.6143,2.209,1.9381,,3.8634,1.9317
164705,RE123,Ba1.6Ca0.5La0.4Nd0.5Cu3O6.996,3.88249,3.88249,11.7254,2.3213,1.9412,,3.88249,1.941245
92006,RE123,Ba2Ca0.092Er0.908Cu3O6.916,3.8261,3.88536,11.69967,2.2994,1.9316,,3.85573,1.91305
68898,RE123,Ba1Sr1La1Cu3O6.8,3.913,3.9023,11.7688,2.289,1.9552,,3.90765,1.9565
91987,RE123,Ba1.7La0.3Eu1Cu3O7.06,3.8742,3.8742,11.644,2.2344,1.9371,,3.8742,1.9371
89387,RE123,Ba1.6Sr0.4Ca0.1Yb0.9Cu3O6.104,3.8314,3.8314,11.745,2.4005,1.9157,,3.8314,1.9157
67194,RE123,Ba0.2438La1.0062Cu3O6.99,3.9236,3.9236,11.78,2.2652,1.9618,,3.9236,1.9618
91988,RE123,Ba1.6La0.4Eu1Cu3O7.16,3.8747,3.8747,11.611,2.2339,1.9373,,3.8747,1.93735
63457,RE123,Ba1.5La0.75Dy0.75Cu3O6.878,3.872,3.872,11.6067,2.2586,1.936,,3.872,1.936
246625,RE123,Ba2Nd1Cu3O7.06,3.871,3.9162,11.738,2.249,1.9509,,3.8936,1.9355
202410,RE123,Ba1.5La1.5Cu3O7.39,3.9106,3.9106,11.715,2.2293,1.9553,,3.9106,1.9553
67189,RE123,Ba0.618La1.122Cu3O7.081,3.911,3.917,11.718,2.2604,1.9585,,3.9139999999999997,1.9555
74132,RE123,Ba1Ca1La1Cu3O6.85,3.8726,3.8726,11.617,2.1758,1.9363,,3.8726,1.9363
89206,RE123,Ba1.5Ca0.5La1Cu3O6.5,3.88743,3.88743,11.7895,2.5223,1.94375,,3.88743,1.943715
41452,RE123,Ba2Pr1Cu3O7,3.8654,3.9309,11.725,2.2324,1.96045,,3.8981500000000002,1.9327
151741,RE123,Ba2Nd1Cu3O7.006,3.8628,3.9134,11.7525,2.2494,1.948,,3.8881,1.9314
56621,RE123,Ba1.5Ca0.5La1Cu3O7.14,3.87873,3.87873,11.69815,2.2396,1.9393,,3.87873,1.939365
95601,RE123,Ba1.5Nd1.5Cu3O6.96,3.8813,3.8813,11.6074,2.2495,1.9406,,3.8813,1.94065
81155,RE123,Ba1.907La1.093Co1Cu2O7.232,3.945,3.955,11.698,2.2857,1.9775,,3.95,1.9725
96692,RE123,Ba1.5La1.5Cu3O7.306,3.9067,3.9067,11.6985,2.2004,1.9533,,3.9067,1.95335
167077,RE123,Ba2Nd1Cu3O6.873,3.8636,3.9089,11.741,2.2448,1.94875,,3.88625,1.9318
71383,RE123,Ba1.9La1.1Fe0.5Cu2.5O7.13,3.928,3.928,11.751,2.1833,1.9144,,3.928,1.964
99513,RE123,Ba2Yb1Cu3O6.961,3.8037,3.8712,11.657,2.2917,1.9213,,3.83745,1.90185
63428,RE123,Ba2Nd1Cu3O6.85,3.8687,9.915,11.7477,2.2861,1.9343,,6.89185,1.93435
153700,RE123,Ba1.499La1.501Co1.5Cu1.5O8.413,3.92231,3.93597,11.7073,2.0452,1.96465,,3.9291400000000003,1.961155
157541,RE123,Ba1.4Sr0.6Pr1Cu3O7.01,3.8728,3.8845,11.641,2.2141,1.9422,,3.87865,1.9364
68899,RE123,Ba1Ca1Nd1Cu3O6.29,3.8944,3.8837,11.6559,2.274,1.9435,,3.88905,1.9472
66417,RE123,Ba2Sm1Fe0.202Cu2.798O7.28,3.8881,3.8881,11.6875,2.2743,1.944,,3.8881,1.94405
89388,RE123,Ba1.6Sr0.4Ca0.2Yb0.8Cu3O6.166,3.8272,3.8272,11.735,2.4059,1.9136,,3.8272,1.9136
74123,RE123,Ba2Ho1Cu3O6.95,3.83002,3.88582,11.67888,2.3217,1.9335,,3.85792,1.91501
56620,RE123,Ba1.5Ca0.5La1Cu3O7.14,3.88001,3.88001,11.70345,2.2419,1.94,,3.88001,1.940005
74133,RE123,Ba1Ca1La1Cu3O6.76,3.8739,3.8739,11.633,2.1939,1.9369,,3.8739,1.93695
63458,RE123,Ba1.5La1.5Cu3O7.058,3.9051,3.9051,11.714,2.3029,1.9525,,3.9051,1.95255
78316,RE123,Ba2Pr1Cu3O6.901,3.8602,3.9248,11.7011,2.2325,1.9545,,3.8925,1.9301
71828,RE123,Ba1Ca1.42La0.58Cu2.64O6.41,3.886,3.85,11.66,2.1081,1.9444,,3.8680000000000003,1.943
89199,RE123,Ba1.5Ca0.5La1Cu3O6.9,3.88528,3.88528,11.74576,2.3188,1.9426,,3.88528,1.94264
91993,RE123,Ba1.6Pr0.4Eu1Cu3O7.02,3.8732,3.8732,11.61,2.2535,1.9366,,3.8732,1.9366
92007,RE123,Ba2Ca0.152Er0.848Cu3O6.794,3.82713,3.88389,11.70076,2.2947,1.9311,,3.8555099999999998,1.913565
157539,RE123,Ba1.8Sr0.2Pr1Cu3O6.94,3.8546,3.9226,11.698,2.2191,1.9471,,3.8886000000000003,1.9273
92005,RE123,Ba2Er1Cu3O7.03,3.82192,3.88434,11.67983,2.3023,1.9296,,3.85313,1.91096
151550,RE123,Ba1.25Ca0.5La1.25Cu3O7,3.866,3.866,11.6325,2.2229,1.9403,,3.866,1.933
75683,RE123,Ba1.55Nd1.45Cu3O7.16,3.8923,3.8923,11.7145,2.2901,1.9461,,3.8923,1.94615
91986,RE123,Ba1.8La0.2Eu1Cu3O7.05,3.8509,3.8941,11.688,2.2698,1.9464,,3.8725,1.92545
75682,RE123,Ba1.698Nd1.302Cu3O7.003,3.8732,3.9149,11.7397,2.2657,1.9519,,3.89405,1.9366
151745,RE123,Ba2Pr0.198Nd0.802Cu3O7.031,3.8602,3.9188,11.7368,2.2499,1.9485,,3.8895,1.9301
291032,RE123,Ba1.52Pr1.48Cu3O7,3.8897,3.8897,11.6222,2.2134,1.9582,,3.8897,1.94485
41364,RE123,Ba2Er1Cu3O6.78,3.8259,3.8861,11.7197,2.3544,1.9205,,3.856,1.91295
89390,RE123,Ba1.6Sr0.4Ca0.35Yb0.65Cu3O6.075,3.8334,3.8334,11.734,2.4317,1.9167,,3.8334,1.9167
