num :,composition :,str3 :,tc :,lata :,latb :,latc :,refno :,author :,title :,journal :,year :,lata* :
7121,Tm0.99Ca0.01Ba2.0Cu4.0O8.0,RE124,79.2,3.831,3.86,27.186,JJP0350974,"Masakazu TATSUMI, Miho NISHI, Seika YAMAMOTO, Takenori SHIGETA,","Preparation of Ceramics (RCa)Ba2Cu4O8 (R=Y,Ho,Er,Tm and Yb) by Conventional Solid-State Reaction",J.Appl.Phys.Lett.35(1996)L974,,3.831
7122,Tm0.97Ca0.03Ba2.0Cu4.0O8.0,RE124,81.2,3.829,3.857,27.198,JJP0350974,"Masakazu TATSUMI, Miho NISHI, Seika YAMAMOTO, Takenori SHIGETA,","Preparation of Ceramics (RCa)Ba2Cu4O8 (R=Y,Ho,Er,Tm and Yb) by Conventional Solid-State Reaction",J.Appl.Phys.Lett.35(1996)L974,,3.829
7123,Tm0.95Ca0.05Ba2.0Cu4.0O8.0,RE124,84.8,3.829,3.857,27.207,JJP0350974,"Masakazu TATSUMI, Miho NISHI, Seika YAMAMOTO, Takenori SHIGETA,","Preparation of Ceramics (RCa)Ba2Cu4O8 (R=Y,Ho,Er,Tm and Yb) by Conventional Solid-State Reaction",J.Appl.Phys.Lett.35(1996)L974,,3.829
7124,Tm0.93Ca0.07Ba2.0Cu4.0O8.0,RE123,83.3,3.833,3.859,11.628,JJP0350974,"Masakazu TATSUMI, Miho NISHI, Seika YAMAMOTO, Takenori SHIGETA,","Preparation of Ceramics (RCa)Ba2Cu4O8 (R=Y,Ho,Er,Tm and Yb) by Conventional Solid-State Reaction",J.Appl.Phys.Lett.35(1996)L974,,3.833
7125,Er1.0Ba2.0Cu4.0O8.0,RE124,78.0,3.836,3.861,27.192,JJP0350974,"Masakazu TATSUMI, Miho NISHI, Seika YAMAMOTO, Takenori SHIGETA,","Preparation of Ceramics (RCa)Ba2Cu4O8 (R=Y,Ho,Er,Tm and Yb) by Conventional Solid-State Reaction",J.Appl.Phys.Lett.35(1996)L974,,3.836
7126,Er0.99Ca0.01Ba2.0Cu4.0O8.0,RE124,79.3,3.837,3.86,27.196,JJP0350974,"Masakazu TATSUMI, Miho NISHI, Seika YAMAMOTO, Takenori SHIGETA,","Preparation of Ceramics (RCa)Ba2Cu4O8 (R=Y,Ho,Er,Tm and Yb) by Conventional Solid-State Reaction",J.Appl.Phys.Lett.35(1996)L974,,3.837
7127,Er0.97Ca0.03Ba2.0Cu4.0O8.0,RE124,80.0,3.834,3.86,27.218000000000004,JJP0350974,"Masakazu TATSUMI, Miho NISHI, Seika YAMAMOTO, Takenori SHIGETA,","Preparation of Ceramics (RCa)Ba2Cu4O8 (R=Y,Ho,Er,Tm and Yb) by Conventional Solid-State Reaction",J.Appl.Phys.Lett.35(1996)L974,,3.834
7129,Ho1.0Ba2.0Cu4.0O8.0,RE124,76.0,3.836,3.865,27.198,JJP0350974,"Masakazu TATSUMI, Miho NISHI, Seika YAMAMOTO, Takenori SHIGETA,","Preparation of Ceramics (RCa)Ba2Cu4O8 (R=Y,Ho,Er,Tm and Yb) by Conventional Solid-State Reaction",J.Appl.Phys.Lett.35(1996)L974,,3.836
7130,Ho0.99Ca0.01Ba2.0Cu4.0O8.0,RE124,76.8,3.832,3.86,27.202,JJP0350974,"Masakazu TATSUMI, Miho NISHI, Seika YAMAMOTO, Takenori SHIGETA,","Preparation of Ceramics (RCa)Ba2Cu4O8 (R=Y,Ho,Er,Tm and Yb) by Conventional Solid-State Reaction",J.Appl.Phys.Lett.35(1996)L974,,3.832
7131,Ho0.97Ca0.03Ba2.0Cu4.0O8.0,RE123,77.4,3.828,3.875,11.707,JJP0350974,"Masakazu TATSUMI, Miho NISHI, Seika YAMAMOTO, Takenori SHIGETA,","Preparation of Ceramics (RCa)Ba2Cu4O8 (R=Y,Ho,Er,Tm and Yb) by Conventional Solid-State Reaction",J.Appl.Phys.Lett.35(1996)L974,,3.828
7132,Y1.0Ba2.0Cu4.0O8.0,Y124,79.7,3.843,3.871,27.23,JJP0350974,"Masakazu TATSUMI, Miho NISHI, Seika YAMAMOTO, Takenori SHIGETA,","Preparation of Ceramics (RCa)Ba2Cu4O8 (R=Y,Ho,Er,Tm and Yb) by Conventional Solid-State Reaction",J.Appl.Phys.Lett.35(1996)L974,,3.843
7133,Y0.99Ca0.01Ba2.0Cu4.0O8.0,Y124,78.0,3.837,3.869,27.23,JJP0350974,"Masakazu TATSUMI, Miho NISHI, Seika YAMAMOTO, Takenori SHIGETA,","Preparation of Ceramics (RCa)Ba2Cu4O8 (R=Y,Ho,Er,Tm and Yb) by Conventional Solid-State Reaction",J.Appl.Phys.Lett.35(1996)L974,,3.837
7145,Sr1.5Ba0.5Y1.0Cu2.8Ti0.2O7.0,M1212,35.0,3.821,,11.513,JJP0350201,"Akira Ono,","Oxygenation and Critical-Temperature Optimization in M-1212 Cuprates (Sr,Ba)2 YCu2.8M0.2Oz (M=Ti,Ga,Ge,Al)",J.Appl.Phys.Lett.35(1996)L201,,3.821
7146,Sr1.5Ba0.5Y1.0Cu2.8Ga0.2O7.0,M1212,38.0,3.817,,11.503,JJP0350201,"Akira Ono,","Oxygenation and Critical-Temperature Optimization in M-1212 Cuprates (Sr,Ba)2 YCu2.8M0.2Oz (M=Ti,Ga,Ge,Al)",J.Appl.Phys.Lett.35(1996)L201,,3.817
7147,Sr1.5Ba0.5Y1.0Cu2.8Ge0.2O7.0,M1212,25.0,3.822,,11.503,JJP0350201,"Akira Ono,","Oxygenation and Critical-Temperature Optimization in M-1212 Cuprates (Sr,Ba)2 YCu2.8M0.2Oz (M=Ti,Ga,Ge,Al)",J.Appl.Phys.Lett.35(1996)L201,,3.822
7149,Sr1.5Ba0.5Y1.0Cu2.8Mo0.2O7.03,M1212,26.0,3.821,,11.583,JJP0350201,"Akira Ono,","Oxygenation and Critical-Temperature Optimization in M-1212 Cuprates (Sr,Ba)2 YCu2.8M0.2Oz (M=Ti,Ga,Ge,Al)",J.Appl.Phys.Lett.35(1996)L201,,3.821
7158,Sr0.7Ba1.3Y1.0Cu2.8Al0.2O7.03,M1212,12.0,3.857,,11.487,JJP0350201,"Akira Ono,","Oxygenation and Critical-Temperature Optimization in M-1212 Cuprates (Sr,Ba)2 YCu2.8M0.2Oz (M=Ti,Ga,Ge,Al)",J.Appl.Phys.Lett.35(1996)L201,,3.857
7159,Sr0.7Ba1.3Y1.0Cu2.8Al0.2O7.11,M1212,20.0,3.858,,11.488,JJP0350201,"Akira Ono,","Oxygenation and Critical-Temperature Optimization in M-1212 Cuprates (Sr,Ba)2 YCu2.8M0.2Oz (M=Ti,Ga,Ge,Al)",J.Appl.Phys.Lett.35(1996)L201,,3.858
7160,Sr1.0Ba1.0Y1.0Cu2.8Al0.2O7.15,M1212,20.0,3.846,,11.446,JJP0350201,"Akira Ono,","Oxygenation and Critical-Temperature Optimization in M-1212 Cuprates (Sr,Ba)2 YCu2.8M0.2Oz (M=Ti,Ga,Ge,Al)",J.Appl.Phys.Lett.35(1996)L201,,3.846
7161,Sr1.2Ba0.8Y1.0Cu2.8Al0.2O7.19,M1212,16.0,3.841,,11.404000000000002,JJP0350201,"Akira Ono,","Oxygenation and Critical-Temperature Optimization in M-1212 Cuprates (Sr,Ba)2 YCu2.8M0.2Oz (M=Ti,Ga,Ge,Al)",J.Appl.Phys.Lett.35(1996)L201,,3.841
7188,Y1.0Ba2.0Cu3.0O6.96,Y123,90.7,3.819,3.886,11.679,JAP0800898,"A. Knizhnik, B. Fisher, G. M. Reisner, G.M. Reisner, J. Genossar, L. Patlagan,","Fully oxygenated RBa2Cu3-xCoxOy,(R=Y,Eu,Pr,and 0%$x%$1)-from high-temperature superconductors to high-resistivity nonmetals",J.Appl.Phys.80(1996)898,,3.819
7206,Eu1.0Ba2.0Cu3.0O6.94,RE123,93.6,3.841,3.906,11.712,JAP0800898,"A. Knizhnik, B. Fisher, G. M. Reisner, G.M. Reisner, J. Genossar, L. Patlagan,","Fully oxygenated RBa2Cu3-xCoxOy,(R=Y,Eu,Pr,and 0%$x%$1)-from high-temperature superconductors to high-resistivity nonmetals",J.Appl.Phys.80(1996)898,,3.841
7273,Y1.0Ba2.0Cu3.0O6.94,Y123,93.0,3.821,3.884,11.687,PR05414956,"A.P.B. Sinha, A.V. Inyushkin, Donald E. Morris, Guo-meng Zhao, K.K. Singh, Vidula Kirtikar,",Large copper isotope effect in oxygen depleted YBa2Cu3Oy: Importance of Cu-dominated phonon modes in the pairing mechanism,"Phys.Rev.B,54(1996)14956",1996.0,3.821
7307,Bi1.95Sr1.85La0.2Cu1.0O6.0,Bi2201,22.1,5.472,5.332000000000002,24.514,SST0090297,"C Dong, F Wu, G C Che, H Chen, S L Jia, Y C Lan, Z X Zhao,","The effects of composition, synthesis conditions, oxygen content and F doping on superconductivity and structure for R-substituted Bi-2201",Supercond.Sci.Technol.9(1996)297,,3.869288306652788
7308,Bi1.95Sr1.75La0.3Cu1.0O6.0,Bi2201,31.1,5.455,5.334,24.539,SST0090297,"C Dong, F Wu, G C Che, H Chen, S L Jia, Y C Lan, Z X Zhao,","The effects of composition, synthesis conditions, oxygen content and F doping on superconductivity and structure for R-substituted Bi-2201",Supercond.Sci.Technol.9(1996)297,,3.8572674913726166
7309,Bi1.95Sr1.75La0.4Cu1.0O6.0,Bi2201,33.1,5.425,5.404,24.479,SST0090297,"C Dong, F Wu, G C Che, H Chen, S L Jia, Y C Lan, Z X Zhao,","The effects of composition, synthesis conditions, oxygen content and F doping on superconductivity and structure for R-substituted Bi-2201",Supercond.Sci.Technol.9(1996)297,,3.83605428793702
7310,Bi1.95Sr1.55La0.5Cu1.0O6.0,Bi2201,29.2,5.437,5.4179999999999975,24.442,SST0090297,"C Dong, F Wu, G C Che, H Chen, S L Jia, Y C Lan, Z X Zhao,","The effects of composition, synthesis conditions, oxygen content and F doping on superconductivity and structure for R-substituted Bi-2201",Supercond.Sci.Technol.9(1996)297,,3.8445395693112587
7315,Bi1.95Sr1.65La0.4Cu1.0O6.28,Bi2201,32.6,5.442,5.404,24.678,SST0090297,"C Dong, F Wu, G C Che, H Chen, S L Jia, Y C Lan, Z X Zhao,","The effects of composition, synthesis conditions, oxygen content and F doping on superconductivity and structure for R-substituted Bi-2201",Supercond.Sci.Technol.9(1996)297,,3.8480751032171914
7316,Bi1.95Sr1.65La0.4Cu1.0O6.297999999999999,Bi2201,34.0,5.4270000000000005,5.4179999999999975,24.639,SST0090297,"C Dong, F Wu, G C Che, H Chen, S L Jia, Y C Lan, Z X Zhao,","The effects of composition, synthesis conditions, oxygen content and F doping on superconductivity and structure for R-substituted Bi-2201",Supercond.Sci.Technol.9(1996)297,,3.8374685014993934
7319,Bi1.95Sr1.65La0.4Cu1.0O6.343,Bi2201,26.5,5.434,5.4179999999999975,24.599,SST0090297,"C Dong, F Wu, G C Che, H Chen, S L Jia, Y C Lan, Z X Zhao,","The effects of composition, synthesis conditions, oxygen content and F doping on superconductivity and structure for R-substituted Bi-2201",Supercond.Sci.Technol.9(1996)297,,3.8424182489676992
7321,Bi1.95Sr1.65La0.4Cu1.0O6.36,Bi2201,23.0,5.4216,5.403,24.571,SST0090297,"C Dong, F Wu, G C Che, H Chen, S L Jia, Y C Lan, Z X Zhao,","The effects of composition, synthesis conditions, oxygen content and F doping on superconductivity and structure for R-substituted Bi-2201",Supercond.Sci.Technol.9(1996)297,,3.8336501248809856
7322,Bi1.95Sr1.65La0.4Cu1.0O6.414,Bi2201,10.4,5.414,5.407,24.552,SST0090297,"C Dong, F Wu, G C Che, H Chen, S L Jia, Y C Lan, Z X Zhao,","The effects of composition, synthesis conditions, oxygen content and F doping on superconductivity and structure for R-substituted Bi-2201",Supercond.Sci.Technol.9(1996)297,,3.828276113343968
7339,Hg0.8Ti0.2Sr2.0Ca0.7Y0.3Cu2.0O6.0,Hg1212,56.75,3.822,,11.905,SST0090706,"B Bandyopadhyay, B Ghosh, J B Mandal,",(Hg0.8Ti0.2)Sr2(Ca1-xYx)Cu2O6+z: a new series of mercury-based 1212 superconductors,Supercond.Sci.Technol.9(1996)706,,3.822
7341,Hg0.8Ti0.2Sr2.0Ca0.5Y0.5Cu2.0O6.0,Hg1212,60.55,3.824,,11.901,SST0090706,"B Bandyopadhyay, B Ghosh, J B Mandal,",(Hg0.8Ti0.2)Sr2(Ca1-xYx)Cu2O6+z: a new series of mercury-based 1212 superconductors,Supercond.Sci.Technol.9(1996)706,,3.824
7342,Hg0.8Ti0.2Sr2.0Ca0.4Y0.6Cu2.0O6.0,Hg1212,55.0,3.828,,11.888,SST0090706,"B Bandyopadhyay, B Ghosh, J B Mandal,",(Hg0.8Ti0.2)Sr2(Ca1-xYx)Cu2O6+z: a new series of mercury-based 1212 superconductors,Supercond.Sci.Technol.9(1996)706,,3.828
7353,Er0.76Ca0.24Ba2.0Cu2.76Co0.24O6.92,RE123,84.0,3.824,3.824,11.611,SUP0100059,"D.G. Kuberkar, G.J. Baldha, K.M. Pansuria, R.G. Kulkarni,",Effect of Sr and Sr-Ca Substitution on the Superconductivity of (Er0.76Ca0.24)Ba2(Cu2.76Co0.24)Oz,"J.Superconductivity,Vol,10(1997)59",1997.0,3.824
7354,Er0.76Ca0.24Ba1.8Sr0.2Cu2.76Co0.24O6.91,RE123,81.0,3.76,3.832,11.787,SUP0100059,"D.G. Kuberkar, G.J. Baldha, K.M. Pansuria, R.G. Kulkarni,",Effect of Sr and Sr-Ca Substitution on the Superconductivity of (Er0.76Ca0.24)Ba2(Cu2.76Co0.24)Oz,"J.Superconductivity,Vol,10(1997)59",1997.0,3.76
7355,Er0.76Ca0.24Ba1.6Sr0.4Cu2.76Co0.24O6.88,RE123,77.0,3.833,3.895,11.61,SUP0100059,"D.G. Kuberkar, G.J. Baldha, K.M. Pansuria, R.G. Kulkarni,",Effect of Sr and Sr-Ca Substitution on the Superconductivity of (Er0.76Ca0.24)Ba2(Cu2.76Co0.24)Oz,"J.Superconductivity,Vol,10(1997)59",1997.0,3.833
7356,Er0.76Ca0.24Ba1.4Sr0.6Cu2.76Co0.24O6.84,RE123,64.0,3.84,3.902,11.585,SUP0100059,"D.G. Kuberkar, G.J. Baldha, K.M. Pansuria, R.G. Kulkarni,",Effect of Sr and Sr-Ca Substitution on the Superconductivity of (Er0.76Ca0.24)Ba2(Cu2.76Co0.24)Oz,"J.Superconductivity,Vol,10(1997)59",1997.0,3.84
7357,Er0.64Ca0.36Ba1.4Sr0.6Cu2.76Co0.24O6.8,RE123,48.0,3.847,3.846,11.611,SUP0100059,"D.G. Kuberkar, G.J. Baldha, K.M. Pansuria, R.G. Kulkarni,",Effect of Sr and Sr-Ca Substitution on the Superconductivity of (Er0.76Ca0.24)Ba2(Cu2.76Co0.24)Oz,"J.Superconductivity,Vol,10(1997)59",1997.0,3.847
7358,Er0.52Ca0.48Ba1.4Sr0.6Cu2.76Co0.24O6.77,RE123,54.0,3.844,3.832,11.63,SUP0100059,"D.G. Kuberkar, G.J. Baldha, K.M. Pansuria, R.G. Kulkarni,",Effect of Sr and Sr-Ca Substitution on the Superconductivity of (Er0.76Ca0.24)Ba2(Cu2.76Co0.24)Oz,"J.Superconductivity,Vol,10(1997)59",1997.0,3.844
7408,Cu0.8W0.2Sr2.0Y1.0Cu2.0O7.3,Cu1212,77.0,3.802,,11.497,PHC2770024,"B. Dabrowski, J.D. Jorgensen, J.W. Koenitzer, K. Rogacki, K.R. Poeppelmeier,",Optimized synthesis and properties of chemically stabilized CuSr2YCu2O7,"Physica.C,277(1997)24-35",1997.0,3.802
7409,Cu0.8Mo0.2Sr2.0Y1.0Cu2.0O7.3,Cu1212,65.0,3.801,,11.486,PHC2770024,"B. Dabrowski, J.D. Jorgensen, J.W. Koenitzer, K. Rogacki, K.R. Poeppelmeier,",Optimized synthesis and properties of chemically stabilized CuSr2YCu2O7,"Physica.C,277(1997)24-35",1997.0,3.801
7410,Cu0.85Re0.15Sr2.0Y1.0Cu2.0O7.3,Cu1212,69.0,3.8,,11.475,PHC2770024,"B. Dabrowski, J.D. Jorgensen, J.W. Koenitzer, K. Rogacki, K.R. Poeppelmeier,",Optimized synthesis and properties of chemically stabilized CuSr2YCu2O7,"Physica.C,277(1997)24-35",1997.0,3.8
7416,Ca1.0La1.0Ba1.0Cu3.0O7.0,RE123,69.0,3.869,,11.645,PHC2770265,"A.V. Narlikar, D.A. Landinez Tellez, J. Albino Aguiar, J.M. Ferreira, Rajvir Singh, V.P.S. Awana,","Structure, superconductivuty and normal state magnetism of CaLaBaCu3-xFeO7 superconductor, 0.0%$x%$0.24","Physica.C,277(1997)265-270",1997.0,3.869
7417,Ca1.0La1.0Ba1.0Cu2.97Fe0.03O7.0,RE123,49.0,3.866,,11.643,PHC2770265,"A.V. Narlikar, D.A. Landinez Tellez, J. Albino Aguiar, J.M. Ferreira, Rajvir Singh, V.P.S. Awana,","Structure, superconductivuty and normal state magnetism of CaLaBaCu3-xFeO7 superconductor, 0.0%$x%$0.24","Physica.C,277(1997)265-270",1997.0,3.866
7418,Ca1.0La1.0Ba1.0Cu2.94Fe0.06O7.0,RE123,44.0,3.864,,11.64,PHC2770265,"A.V. Narlikar, D.A. Landinez Tellez, J. Albino Aguiar, J.M. Ferreira, Rajvir Singh, V.P.S. Awana,","Structure, superconductivuty and normal state magnetism of CaLaBaCu3-xFeO7 superconductor, 0.0%$x%$0.24","Physica.C,277(1997)265-270",1997.0,3.864
7419,Ca1.0La1.0Ba1.0Cu2.88Fe0.12O7.0,RE123,28.0,3.863,,11.638,PHC2770265,"A.V. Narlikar, D.A. Landinez Tellez, J. Albino Aguiar, J.M. Ferreira, Rajvir Singh, V.P.S. Awana,","Structure, superconductivuty and normal state magnetism of CaLaBaCu3-xFeO7 superconductor, 0.0%$x%$0.24","Physica.C,277(1997)265-270",1997.0,3.863
7420,Ca1.0La1.0Ba1.0Cu2.76Fe0.24O7.0,RE123,22.0,3.862,,11.635,PHC2770265,"A.V. Narlikar, D.A. Landinez Tellez, J. Albino Aguiar, J.M. Ferreira, Rajvir Singh, V.P.S. Awana,","Structure, superconductivuty and normal state magnetism of CaLaBaCu3-xFeO7 superconductor, 0.0%$x%$0.24","Physica.C,277(1997)265-270",1997.0,3.862
7463,Yb0.8Sr0.2Ba2.0Cu3.0O7.0,RE123,68.0,3.813,,11.705,MPL0100573,"A. SEKAR, K. JEYABALAN, N. VICTOR JAYA, V. SARAVANAN,","SYNTHESIS, CHARACTERISATION AND HIGH PRESSURE STUDIES OF Yb0.8Sr0.2Ba2Cu3O7-y SUPERCONDUCTOR",Mod.Phys.Lett.B10(1996)573,,3.813
7477,Bi2.0Sr2.0Ca1.0Cu2.0O8.0,Bi2212,92.4,5.41,5.412000000000001,30.88,JPM0060399,"A Junod, C Opagiste, D. Triscone, J Muller, J-Y Genoud, T. Tsukamoto,",Magnetization scaling below Tc in BiSrCaCuO and TlBaCaCuO superconducting ceramics,J. Phys.Condens.Matter 6(1994)L399-L404,,3.825447686219222
7478,Tl2.0Ba2.0Cu1.0O6.0,Tl2201,92.1,3.87,,23.226,JPM0060399,"A Junod, C Opagiste, D. Triscone, J Muller, J-Y Genoud, T. Tsukamoto,",Magnetization scaling below Tc in BiSrCaCuO and TlBaCaCuO superconducting ceramics,J. Phys.Condens.Matter 6(1994)L399-L404,,3.87
7479,Tl2.0Ba2.0Ca1.0Cu2.0O8.0,Tl2212,108.7,3.855,,29.32800000000001,JPM0060399,"A Junod, C Opagiste, D. Triscone, J Muller, J-Y Genoud, T. Tsukamoto,",Magnetization scaling below Tc in BiSrCaCuO and TlBaCaCuO superconducting ceramics,J. Phys.Condens.Matter 6(1994)L399-L404,,3.855
7511,Bi2.0Sr2.0Ca0.9Ce0.1Cu2.0O8.0,Bi2212,90.0,5.393,5.4,30.949,PHC2750279,"A. Thamizhavel, C. Subramanian, D. Prabhakaran, R. Jayavel,",Growth and characterization of superconducting Bi2Sr2Ca(1-x)CexCu2O8+z single crystals,"Physica.C,275(1997)279-283",1997.0,3.8134268709390504
7512,Bi2.0Sr2.0Ca0.8Ce0.2Cu2.0O8.0,Bi2212,81.0,5.4170000000000025,5.42,30.866,PHC2750279,"A. Thamizhavel, C. Subramanian, D. Prabhakaran, R. Jayavel,",Growth and characterization of superconducting Bi2Sr2Ca(1-x)CexCu2O8+z single crystals,"Physica.C,275(1997)279-283",1997.0,3.8303974336875295
7513,Bi2.0Sr2.0Ca0.7Ce0.3Cu2.0O8.0,Bi2212,78.0,5.42,5.428,30.849,PHC2750279,"A. Thamizhavel, C. Subramanian, D. Prabhakaran, R. Jayavel,",Growth and characterization of superconducting Bi2Sr2Ca(1-x)CexCu2O8+z single crystals,"Physica.C,275(1997)279-283",1997.0,3.832518754031087
7514,Bi2.0Sr2.0Ca0.6Ce0.4Cu2.0O8.0,Bi2212,71.0,5.4270000000000005,5.436,30.762,PHC2750279,"A. Thamizhavel, C. Subramanian, D. Prabhakaran, R. Jayavel,",Growth and characterization of superconducting Bi2Sr2Ca(1-x)CexCu2O8+z single crystals,"Physica.C,275(1997)279-283",1997.0,3.8374685014993934
7515,Bi2.0Sr2.0Ca0.5Ce0.5Cu2.0O8.0,Bi2212,60.0,5.436,5.448,30.693,PHC2750279,"A. Thamizhavel, C. Subramanian, D. Prabhakaran, R. Jayavel,",Growth and characterization of superconducting Bi2Sr2Ca(1-x)CexCu2O8+z single crystals,"Physica.C,275(1997)279-283",1997.0,3.843832462530072
7525,Y1.0Ba2.0Cu3.0O7.0,Y123,92.3,3.817,3.885,11.685,PHC2240263,"A.F.Khoder, A.Junod, C.Opagiste, E.Janod, G.Triscone, J,-Y.Genoud, J.Muller, M.Couach, T.Graf, T.Tsukamoto,",Reversible magnetization below Tc in high-quality superconducting ceramics,Physica C 224 (1994)263-276,1994.0,3.817
7526,Y1.0Ba2.0Cu3.0O7.0,Y123,91.7,3.817,3.886,11.679,PHC2240263,"A.F.Khoder, A.Junod, C.Opagiste, E.Janod, G.Triscone, J,-Y.Genoud, J.Muller, M.Couach, T.Graf, T.Tsukamoto,",Reversible magnetization below Tc in high-quality superconducting ceramics,Physica C 224 (1994)263-276,1994.0,3.817
7527,Y1.0Ba2.0Cu4.0O8.0,Y124,80.1,3.843,3.871,27.242,PHC2240263,"A.F.Khoder, A.Junod, C.Opagiste, E.Janod, G.Triscone, J,-Y.Genoud, J.Muller, M.Couach, T.Graf, T.Tsukamoto,",Reversible magnetization below Tc in high-quality superconducting ceramics,Physica C 224 (1994)263-276,1994.0,3.843
7530,Bi2.0Sr2.0Ca1.0Cu2.0O8.0,Bi2212,93.7,5.409,5.4110000000000005,30.9,PHC2240263,"A.F.Khoder, A.Junod, C.Opagiste, E.Janod, G.Triscone, J,-Y.Genoud, J.Muller, M.Couach, T.Graf, T.Tsukamoto,",Reversible magnetization below Tc in high-quality superconducting ceramics,Physica C 224 (1994)263-276,1994.0,3.824740579438035
7531,Bi2.0Sr2.0Ca1.0Cu2.0O8.0,Bi2212,92.4,5.41,5.412000000000001,30.88,PHC2240263,"A.F.Khoder, A.Junod, C.Opagiste, E.Janod, G.Triscone, J,-Y.Genoud, J.Muller, M.Couach, T.Graf, T.Tsukamoto,",Reversible magnetization below Tc in high-quality superconducting ceramics,Physica C 224 (1994)263-276,1994.0,3.825447686219222
7532,Tl2.0Ba2.0Cu1.0O6.0,Tl2201,92.1,3.87,,23.226,PHC2240263,"A.F.Khoder, A.Junod, C.Opagiste, E.Janod, G.Triscone, J,-Y.Genoud, J.Muller, M.Couach, T.Graf, T.Tsukamoto,",Reversible magnetization below Tc in high-quality superconducting ceramics,Physica C 224 (1994)263-276,1994.0,3.87
7533,Tl2.0Ba2.0Cu1.0O6.0,Tl2201,92.1,3.871,,23.224,PHC2240263,"A.F.Khoder, A.Junod, C.Opagiste, E.Janod, G.Triscone, J,-Y.Genoud, J.Muller, M.Couach, T.Graf, T.Tsukamoto,",Reversible magnetization below Tc in high-quality superconducting ceramics,Physica C 224 (1994)263-276,1994.0,3.871
7534,Tl2.0Ba2.0Ca1.0Cu2.0O8.0,Tl2212,108.7,3.855,,29.32800000000001,PHC2240263,"A.F.Khoder, A.Junod, C.Opagiste, E.Janod, G.Triscone, J,-Y.Genoud, J.Muller, M.Couach, T.Graf, T.Tsukamoto,",Reversible magnetization below Tc in high-quality superconducting ceramics,Physica C 224 (1994)263-276,1994.0,3.855
7574,Tb1.0Sr2.0Cu2.69Mo0.31O7.0,RE123,34.5,3.827,3.825,11.553,PR05605631,"H.D. Yang, H.L. Tsay, J.W. Lynn, K.C. Lee, S.Y. Wu, W.-H. Li, W.Y. Chuang,","Superconductivity, magnetic fluctuations, and magnetic order in TbSr2Cu2,69Mo0.31O7","Phys.Rev.B.,56(1997)5631",1997.0,3.827
7601,Nd1.0Ba2.0Cu3.0O7.0,RE123,93.4,3.862,3.912,11.748,PR05602824,"I. Bryntse, O. Rapp, P. Landqvist, R. Tellgren,",Neutron-diffraction studies and bond valence sums of charge neutrally doped Nd1-2xCaxThxBa2Cu3O7-delta,"Phys.Rev.B,56(1997)2824",1997.0,3.862
7602,Nd0.97Ca0.015Th0.015Ba2.0Cu3.0O7.0,RE123,90.4,3.864,3.911,11.741,PR05602824,"I. Bryntse, O. Rapp, P. Landqvist, R. Tellgren,",Neutron-diffraction studies and bond valence sums of charge neutrally doped Nd1-2xCaxThxBa2Cu3O7-delta,"Phys.Rev.B,56(1997)2824",1997.0,3.864
7603,Nd0.94Ca0.03Th0.03Ba2.0Cu3.0O7.0,RE123,86.8,3.867,3.912,11.736,PR05602824,"I. Bryntse, O. Rapp, P. Landqvist, R. Tellgren,",Neutron-diffraction studies and bond valence sums of charge neutrally doped Nd1-2xCaxThxBa2Cu3O7-delta,"Phys.Rev.B,56(1997)2824",1997.0,3.867
7604,Nd0.9Ca0.05Th0.05Ba2.0Cu3.0O7.0,RE123,81.8,3.868,3.91,11.73,PR05602824,"I. Bryntse, O. Rapp, P. Landqvist, R. Tellgren,",Neutron-diffraction studies and bond valence sums of charge neutrally doped Nd1-2xCaxThxBa2Cu3O7-delta,"Phys.Rev.B,56(1997)2824",1997.0,3.868
7605,Nd0.8Ca0.1Th0.1Ba2.0Cu3.0O7.0,RE123,73.4,3.868,3.91,11.732,PR05602824,"I. Bryntse, O. Rapp, P. Landqvist, R. Tellgren,",Neutron-diffraction studies and bond valence sums of charge neutrally doped Nd1-2xCaxThxBa2Cu3O7-delta,"Phys.Rev.B,56(1997)2824",1997.0,3.868
7632,Lu0.8Ca0.2Ba2.0Cu3.0O6.13,RE123,41.0,3.851,,11.778,PHC2890280,"A. Sequiera, K.I. Gnanasekar, L.C. Gupta, R. Pinto, Rajni Sharma,",Superconductivity in Lu1-xCaxBa2Cu3O6+delta: holes generated by Ca,"Physica.C,289(1997)280-290",1997.0,3.851
7633,Lu0.7Ca0.3Ba2.0Cu3.0O6.15,RE123,58.0,3.829,,11.728,PHC2890280,"A. Sequiera, K.I. Gnanasekar, L.C. Gupta, R. Pinto, Rajni Sharma,",Superconductivity in Lu1-xCaxBa2Cu3O6+delta: holes generated by Ca,"Physica.C,289(1997)280-290",1997.0,3.829
7636,Lu0.7Ca0.3Ba2.0Cu3.0O6.4,RE123,68.0,3.852,,11.774,PHC2890280,"A. Sequiera, K.I. Gnanasekar, L.C. Gupta, R. Pinto, Rajni Sharma,",Superconductivity in Lu1-xCaxBa2Cu3O6+delta: holes generated by Ca,"Physica.C,289(1997)280-290",1997.0,3.852
